Gender,Married,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status,Dependents_0,Dependents_1,Dependents_2,Dependents_3+
0,1,0,0,-0.45190530379684973,-0.3027591857961114,0.2732312961117544,2,0,1.0,0.0,0.0,0.0
0,0,0,0,-0.22992207920027855,-0.01742666073270025,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
0,1,1,0,-0.5693680137863268,-0.5405362900156206,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
0,0,0,0,-0.3796583650167111,-0.3027591857961114,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
0,0,0,0,-0.19224226985916312,-0.3978700274839151,0.2732312961117544,1,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.1290057202692912,-0.13631521284245487,0.2732312961117544,2,0,0.0,0.0,1.0,0.0
0,1,0,1,0.9987673558360934,1.6707907792258156,0.2732312961117544,2,0,0.0,1.0,0.0,0.0
1,1,0,0,-0.4415843125425442,-0.576202855648547,0.2732312961117544,1,1,0.0,0.0,1.0,0.0
1,1,0,0,-0.5359476611533376,-0.5880917108595225,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.3337872927753532,-0.12442635763147943,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
1,1,0,0,0.4384849734595078,0.41057212686241645,0.2732312961117544,2,1,0.0,1.0,0.0,0.0
1,1,1,0,-0.3352617200973968,-0.01742666073270025,0.2732312961117544,2,1,0.0,0.0,1.0,0.0
1,1,0,0,-0.4756599662075529,-0.3027591857961114,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.38899640472298747,-0.5524251452265961,0.2732312961117544,2,1,0.0,0.0,0.0,1.0
1,1,1,1,-0.4578030130850243,0.23223929869778448,-2.5228356340985316,0,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.07510721038569566,-0.3027591857961114,0.2732312961117544,0,0,0.0,1.0,0.0,0.0
0,0,0,0,-0.2027270863714735,-0.35031460664001324,0.2732312961117544,1,0,1.0,0.0,0.0,0.0
1,1,0,0,0.052840316116091864,1.3379028333185026,0.2732312961117544,1,0,1.0,0.0,0.0,0.0
1,0,1,0,-0.3609822856041582,-0.2314260545302586,-2.5228356340985316,2,0,1.0,0.0,0.0,0.0
1,1,0,0,0.8758984123324562,1.9799010147111775,0.2732312961117544,2,1,0.0,1.0,0.0,0.0
1,1,1,1,0.2779362206147552,-0.24331490974123407,-4.386880254238722,2,1,0.0,0.0,0.0,1.0
0,0,0,0,-0.18077450179882365,-0.11253750242050396,0.2732312961117544,1,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.3596716835401194,0.31546128517461275,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,1,1,1,-0.5780507524605839,-0.576202855648547,0.2732312961117544,1,1,0.0,0.0,1.0,0.0
1,0,0,0,-0.3118347082027033,-0.7664245390241544,-0.6587910139583409,1,1,1.0,0.0,0.0,0.0
1,1,1,0,-0.10623400940661709,-0.599980566070498,0.2732312961117544,1,0,0.0,0.0,0.0,1.0
1,1,0,1,-0.02251930256613895,0.49379411333924467,0.2732312961117544,1,1,0.0,0.0,0.0,1.0
1,0,0,0,-0.2708783937014909,-0.3859811722729396,2.1372759162519452,2,0,1.0,0.0,0.0,0.0
1,0,0,0,-0.2708783937014909,0.3630167060185146,0.2732312961117544,2,0,1.0,0.0,0.0,0.0
1,1,0,1,-0.7213978532148273,-0.421647737905866,0.2732312961117544,2,0,0.0,1.0,0.0,0.0
1,1,0,0,-0.36638851911831827,0.41057212686241645,-0.6587910139583409,1,0,0.0,0.0,0.0,1.0
1,1,1,1,-0.3391935262895132,-0.18387063368635673,0.2732312961117544,1,1,0.0,0.0,0.0,1.0
0,0,0,0,-0.25515116893302536,-0.4097588826948905,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,1,-0.49286161829806213,-0.3027591857961114,0.2732312961117544,1,1,0.0,1.0,0.0,0.0
0,1,0,0,-0.6594719056889942,0.2560170091197354,0.2732312961117544,2,0,0.0,0.0,1.0,0.0
1,1,0,0,0.09772843680942066,1.4211248197953308,0.2732312961117544,1,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.23188798229633673,-1.1349790505643937,-1.5908133240284363,2,1,0.0,1.0,0.0,0.0
1,0,0,0,-0.4976125507802028,-0.11253750242050396,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,1,0,-0.3391935262895132,-0.5524251452265961,0.2732312961117544,1,1,0.0,0.0,1.0,0.0
1,1,0,0,-0.4756599662075529,-0.4929808691717188,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,0,0,0,0.5181040488498647,0.7672377831916803,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,1,0,0,0.047761733117941525,0.3511278508075391,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.4006279980413318,-0.17198177847538126,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,0.13868475131063304,0.5056829685502201,-2.5228356340985316,1,1,0.0,0.0,1.0,0.0
1,1,1,0,-0.3490230417698042,-0.7664245390241544,0.2732312961117544,2,1,0.0,0.0,1.0,0.0
1,0,0,0,-0.20813331988563355,-0.27898147537416046,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,0,1,0,-0.2921756772421214,-1.4322004308387803,-3.4548579441686273,1,1,1.0,0.0,0.0,0.0
1,0,0,0,0.22583978856921302,-0.3027591857961114,0.2732312961117544,2,0,1.0,0.0,0.0,0.0
0,1,0,0,-0.4782811703356305,-0.1006486472095285,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.5613405761440893,-1.1349790505643937,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,1,0,-0.19912293069536682,-0.3622034618509887,-2.5228356340985316,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.5970544823891465,-0.17198177847538126,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,1,0,-0.18274040489488186,-0.14820406805343034,-2.5228356340985316,2,1,0.0,0.0,1.0,0.0
1,0,0,0,-0.09181738670219032,0.065795325744128,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,1.35099166054652,-0.3027591857961114,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.1231080109811166,-0.3027591857961114,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.26006592667317086,0.17279502264290716,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.38522842378887595,-0.5405362900156206,0.2732312961117544,2,1,0.0,1.0,0.0,0.0
1,1,0,0,0.9851698594216909,0.9455706113563123,0.2732312961117544,2,1,0.0,0.0,1.0,0.0
1,0,1,0,0.31610750572988516,-0.3027591857961114,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.26268713080124845,0.8385709144575331,0.2732312961117544,2,0,0.0,0.0,1.0,0.0
1,1,1,0,-0.5459410018916334,-0.6118694212814735,2.1372759162519452,1,1,0.0,0.0,0.0,1.0
1,0,0,0,-0.014328039665896469,-0.11253750242050396,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
0,1,0,0,-0.40537893052347246,-0.07687093678757757,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,1,0,-0.3000392896263542,0.07768418095510346,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
0,0,0,1,0.33543888617445744,-0.3027591857961114,0.2732312961117544,1,1,0.0,1.0,0.0,0.0
1,0,0,0,-0.05790555829518646,-0.3265368962180623,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,1.5038406262650446,0.47001640291729374,-2.5228356340985316,0,1,0.0,1.0,0.0,0.0
0,1,0,0,-0.36638851911831827,0.10146189137705439,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.5225139899969399,-0.7188691181802526,0.2732312961117544,2,1,0.0,1.0,0.0,0.0
1,1,0,0,0.02695592535132563,0.3511278508075391,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
0,0,0,0,0.8198701740947977,1.349791688529478,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,1,0,0,0.04317462589380574,0.41057212686241645,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
0,0,0,0,-0.2027270863714735,-1.2063121818302467,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
0,0,0,0,-0.5351285348633134,-0.1006486472095285,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.40079182329933666,-0.7664245390241544,0.2732312961117544,1,1,0.0,0.0,1.0,0.0
1,1,1,0,-0.18077450179882365,0.5770160998160729,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
0,0,0,0,-0.2803802586657722,-0.6237582764924489,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,1,0,0,3.014309505069758,2.6694546169477547,0.2732312961117544,0,1,0.0,0.0,0.0,1.0
1,0,0,0,-0.25203848903093323,-0.3027591857961114,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,1,0,1,0.8370718261853068,0.17279502264290716,-2.5228356340985316,2,0,0.0,1.0,0.0,0.0
1,1,0,0,0.11083445744980862,0.4343498372843674,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
1,0,0,1,2.4184770417061197,5.9983340760208845,2.1372759162519452,2,1,1.0,0.0,0.0,0.0
1,0,0,0,-0.5552790415979099,-0.8496465255009827,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,0,0,0,-0.4399460599624957,-0.8972019463448846,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,1,-0.31855154378090217,-1.4322004308387803,-3.4548579441686273,1,1,1.0,0.0,0.0,0.0
1,0,0,0,-0.08329847328593815,-0.5167585795936697,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.22992207920027855,1.7183462000697174,0.2732312961117544,1,0,0.0,0.0,0.0,1.0
0,1,0,0,-0.13441195378345122,-0.730757973391228,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
1,1,0,1,-0.34197855567559565,-0.6832025525473262,0.2732312961117544,2,1,0.0,0.0,1.0,0.0
1,0,0,0,1.571991933595062,1.1476811499428952,0.2732312961117544,1,0,1.0,0.0,0.0,0.0
1,1,1,0,-0.19715702759930862,-0.19575948889733222,0.2732312961117544,0,0,0.0,0.0,1.0,0.0
1,1,0,0,-0.05921616035922526,0.47001640291729374,0.2732312961117544,0,0,0.0,0.0,1.0,0.0
1,0,0,0,0.0022183113925933404,0.2679058643307109,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,0,0,1,0.25336243191402774,0.3511278508075391,-2.5228356340985316,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.4432225651225927,-0.27898147537416046,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,1.0408704471433399,0.49379411333924467,-2.5228356340985316,2,1,0.0,0.0,1.0,0.0
0,1,0,0,-0.5035102600683774,-0.5405362900156206,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
0,1,0,0,1.550203174280417,-0.8972019463448846,0.2732312961117544,2,1,0.0,0.0,1.0,0.0
1,1,0,0,-0.6332598644082182,-1.3727561547839031,0.2732312961117544,2,1,0.0,1.0,0.0,0.0
0,0,0,0,0.753029468828819,0.9455706113563123,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.08903235731610788,-0.24331490974123407,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,0,0,0,0.143108033276764,-0.3265368962180623,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
1,1,0,1,-0.4630454213411795,0.07768418095510346,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,0,0,0,0.6163992036527745,1.1714588603648461,0.2732312961117544,2,0,1.0,0.0,0.0,0.0
1,1,1,0,-0.511537697710615,-0.3859811722729396,0.2732312961117544,0,0,0.0,0.0,1.0,0.0
1,0,0,0,-0.35213572167189633,-1.1349790505643937,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,1,0,0,5.667623383716302,5.403891315472111,-2.5228356340985316,1,1,0.0,0.0,0.0,1.0
1,1,0,0,0.09772843680942066,0.17279502264290716,0.2732312961117544,0,1,0.0,1.0,0.0,0.0
1,1,0,0,0.6773421996305785,0.49379411333924467,0.2732312961117544,2,1,0.0,1.0,0.0,0.0
1,0,0,0,-0.39702384236522514,-0.3027591857961114,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.13441195378345122,1.302236267685576,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,1,0,-0.5800166555566422,-0.5643140004375716,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,0.4144026605327949,1.5400133719050855,0.2732312961117544,2,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.37916688924269654,-0.2908703305851359,0.2732312961117544,1,0,0.0,1.0,0.0,0.0
1,1,0,0,-0.20256326111346865,0.14901731222095624,0.2732312961117544,0,1,0.0,0.0,1.0,0.0
1,1,0,0,0.6421197691595358,-0.8377576702900073,-2.5228356340985316,2,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.27792287979569946,0.4343498372843674,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
0,1,0,0,-0.13441195378345122,-0.3978700274839151,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.48565330694584874,-0.19575948889733222,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,0,0,0,-0.5187460090628284,-0.9804239328217128,2.1372759162519452,1,0,1.0,0.0,0.0,0.0
1,1,0,0,0.42537895281911986,0.6483492310819257,0.2732312961117544,1,1,0.0,0.0,1.0,0.0
1,1,1,0,-0.5870611416508507,-0.599980566070498,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,1,0,0,7.594863718885352,6.592776836569658,-0.6587910139583409,2,1,0.0,0.0,0.0,1.0
1,1,1,0,-0.30823055252659665,-0.7664245390241544,-2.5228356340985316,0,0,0.0,0.0,0.0,1.0
1,1,0,0,0.04989146147200457,0.49379411333924467,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,1,1,-0.17356619044661029,-0.6950914077583017,0.2732312961117544,1,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.31232618397671785,-0.35031460664001324,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.5502004585997595,-0.5286474348046452,0.2732312961117544,0,1,0.0,0.0,1.0,0.0
1,1,0,0,0.01843701193507345,4.155561518319688,0.2732312961117544,1,0,0.0,0.0,0.0,1.0
1,1,0,0,-0.2708783937014909,-0.35031460664001324,0.2732312961117544,1,1,0.0,1.0,0.0,0.0
1,0,1,0,-0.5030187842943628,-0.5167585795936697,2.1372759162519452,2,0,1.0,0.0,0.0,0.0
1,1,0,0,0.1632585400113605,0.41057212686241645,0.2732312961117544,2,0,0.0,1.0,0.0,0.0
1,0,0,0,-0.5713339168823851,-0.932868511977811,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.13162692439736878,-0.8615353807119581,-2.5228356340985316,1,1,1.0,0.0,0.0,0.0
1,1,0,0,4.659606571212462,1.3616805437404536,0.2732312961117544,1,0,0.0,1.0,0.0,0.0
0,1,0,0,-0.2913565509520971,-0.44542544832781694,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,1,5.52804426389617,-0.3027591857961114,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,1,-0.5284116992851144,-0.9447573671887864,-0.6587910139583409,0,0,0.0,1.0,0.0,0.0
1,1,0,0,-0.49482752139412034,-1.03986820887659,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,1,0,1,-0.7748048873244083,0.2679058643307109,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,1,0,0,0.6429388954495601,0.5056829685502201,-2.5228356340985316,0,1,1.0,0.0,0.0,0.0
1,0,1,0,-0.08493672586598665,-1.1587567609863447,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,0,0,0,1.0806799848385182,0.22035044348680902,0.2732312961117544,1,0,1.0,0.0,0.0,0.0
1,1,1,0,0.10313467032358069,0.17279502264290716,0.2732312961117544,2,0,1.0,0.0,0.0,0.0
1,0,0,0,-0.25318526583696715,-0.8258688150790318,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,0,0,0,-0.19863145492135226,-0.3027591857961114,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.3732691799545219,0.2916835747526618,0.2732312961117544,1,0,0.0,1.0,0.0,0.0
1,0,0,0,0.47993276373473476,0.49379411333924467,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
0,0,1,0,-0.5728083442044287,-0.3027591857961114,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
0,1,0,0,-0.3255960298751107,-0.3859811722729396,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,0,0,1,0.9168547268336686,-0.7426468286022035,0.2732312961117544,2,0,1.0,0.0,0.0,0.0
1,1,1,0,-0.45927744040706797,-0.6594248421253753,0.2732312961117544,1,1,0.0,1.0,0.0,0.0
1,0,0,0,-0.07871136606180236,0.24412815390875994,0.2732312961117544,1,1,0.0,0.0,1.0,0.0
1,1,1,0,-0.23123268126431734,-0.3027591857961114,-2.5228356340985316,2,0,0.0,0.0,0.0,1.0
1,1,1,0,-0.3118347082027033,-0.12442635763147943,0.2732312961117544,2,1,0.0,1.0,0.0,0.0
1,1,1,0,-0.24351957561468104,-0.25520376495220953,0.2732312961117544,1,1,0.0,0.0,1.0,0.0
0,0,1,0,-0.1630813739342999,-0.3027591857961114,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
0,0,0,0,-0.35377397425194484,-0.7783133942351299,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,0,1,0,-0.23401771065039978,-1.0755347745095165,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,0,0,0,-0.4791002966256548,-1.0279793536656145,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,0,0,0,-0.325268379359101,-0.21953719931928314,0.2732312961117544,1,0,1.0,0.0,0.0,0.0
0,0,0,0,0.753029468828819,0.8147932040355822,0.2732312961117544,1,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.3233024762630428,-0.20764834410830768,0.2732312961117544,1,0,0.0,0.0,0.0,1.0
1,1,0,1,0.3904841728640869,1.1239034395209442,0.2732312961117544,2,1,0.0,1.0,0.0,0.0
1,1,1,1,0.04907233518198032,-0.18387063368635673,0.2732312961117544,0,1,0.0,0.0,0.0,1.0
1,1,0,0,-0.36540556757028914,-0.1006486472095285,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
1,1,1,0,-0.254495867901006,-0.5405362900156206,0.2732312961117544,1,1,0.0,0.0,0.0,1.0
1,1,0,0,-0.8606493225189494,-0.12442635763147943,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.2746463746356025,-0.17198177847538126,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.06609682119542894,-0.8734242359229336,0.2732312961117544,1,0,0.0,0.0,1.0,0.0
0,1,0,0,-0.1835595311849061,-0.21953719931928314,0.2732312961117544,1,1,0.0,0.0,1.0,0.0
1,1,0,0,-0.521367213190906,-1.0160904984546393,0.2732312961117544,2,0,1.0,0.0,0.0,0.0
1,1,0,0,-0.22844765187823488,-0.35031460664001324,0.2732312961117544,1,1,0.0,0.0,1.0,0.0
1,0,0,0,-0.39849826968726876,-0.01742666073270025,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,0.35624469394107333,0.3511278508075391,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,0.13868475131063304,-0.20764834410830768,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.3527910227039157,0.2916835747526618,0.2732312961117544,0,0,1.0,0.0,0.0,0.0
1,1,1,1,-0.10951051456671408,-0.08875979199855304,0.2732312961117544,2,0,1.0,0.0,0.0,0.0
1,1,0,0,0.13868475131063304,0.7672377831916803,0.2732312961117544,1,1,0.0,0.0,1.0,0.0
1,1,0,0,-0.10574253363260254,0.14901731222095624,2.1372759162519452,1,1,1.0,0.0,0.0,0.0
1,0,0,1,0.1632585400113605,0.6483492310819257,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.4771343935295966,-0.4929808691717188,0.2732312961117544,1,1,0.0,1.0,0.0,0.0
1,1,0,0,-0.2764484524736558,-1.2300898922521974,-2.5228356340985316,0,1,1.0,0.0,0.0,0.0
1,0,1,0,-0.36278436344221154,-0.3027591857961114,0.2732312961117544,0,1,1.0,0.0,0.0,0.0
0,0,0,0,0.47993276373473476,1.5994576479599627,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
1,1,0,0,-0.3683544222143764,-0.06498208157660211,0.2732312961117544,1,1,0.0,1.0,0.0,0.0
1,1,0,0,0.015815807806995857,0.2916835747526618,0.2732312961117544,0,1,0.0,1.0,0.0,0.0
1,1,0,0,0.056116821276188854,1.302236267685576,0.2732312961117544,2,0,1.0,0.0,0.0,0.0
0,0,0,1,-0.3178962427488828,-0.27898147537416046,0.2732312961117544,2,1,1.0,0.0,0.0,0.0
0,0,0,0,-0.26072122770519024,-0.3978700274839151,0.2732312961117544,0,1,0.0,1.0,0.0,0.0
1,1,0,0,-0.3421423809336005,-0.5880917108595225,0.2732312961117544,1,1,0.0,1.0,0.0,0.0
1,1,0,0,0.06807606511054287,-0.3027591857961114,0.2732312961117544,0,1,0.0,0.0,1.0,0.0
1,1,1,0,-0.47402171362750445,-0.06498208157660211,-2.5228356340985316,2,0,0.0,1.0,0.0,0.0
1,0,0,0,-0.3994812212352979,0.11335074658802985,-4.386880254238722,2,1,1.0,0.0,0.0,0.0
1,1,0,1,0.13868475131063304,-0.44542544832781694,0.2732312961117544,0,1,0.0,0.0,1.0,0.0
1,1,1,0,-0.3272342824551592,-0.26709262016318497,0.2732312961117544,1,1,1.0,0.0,0.0,0.0
